flight_id,flight_number,airline,aircraft_model,origin_airport_id,origin_airport_code_x,origin_city_x,origin_country_x,destination_airport_id,destination_airport_code_x,destination_city_x,destination_country_x,distance_km,estimated_flight_time_hours,ticket_cost_usd,fuel_used_liters,reliability_score,departure_datetime,arrival_datetime,departure_hour,arrival_hour,day,month,year,flight_status,weather_condition,passenger_capacity,occupied_seats,cargo_weight_kg,delay_minutes,gate_number,terminal,origin_airport_code_y,origin_airport_name,origin_city_y,origin_country_y,origin_airport_type,origin_latitude,origin_longitude,origin_elevation_meters,origin_runways,origin_timezone,destination_airport_code_y,destination_airport_name,destination_city_y,destination_country_y,destination_airport_type,destination_latitude,destination_longitude,destination_elevation_meters,destination_runways,destination_timezone
4333,AA1813,British Airways,Embraer E190,265,AP0265,Cameronchester,United States,2946,AP2946,West Johnfurt,Mexico,10040.34,12.3,1453.07,31810.14,0.82,2024-12-09 05:29:22,2024-12-09 17:47:22,5,17,9,12,2024,Cancelled,Sunny,287,168,14377.22,187,G44,T4,AP0265,Gilmore Ltd Airport,Cameronchester,United States,International,28.897986,-33.764317,4203,6,UTC+8,AP2946,"Torres, Bowman and Parker Airport",West Johnfurt,Mexico,National,59.598721,163.984142,2143,3,UTC+1
4334,UA6122,KLM,Boeing 737,2966,AP2966,South Richardbury,Netherlands,1186,AP1186,Berryburgh,Australia,13836.97,19.63,1336.64,69409.26,0.9,2026-04-23 14:21:52,2026-04-24 09:59:40,14,9,23,4,2026,Delayed,Storm,289,101,20211.19,193,G20,T2,AP2966,"Morris, Fischer and Middleton Airport",South Richardbury,Netherlands,National,49.007191,104.437975,285,1,UTC-4,AP1186,"Roberts, Thomas and Ramirez Airport",Berryburgh,Australia,International,-5.142688,-115.916112,3267,1,UTC-5
4335,SK7271,Turkish Airlines,Boeing 777,751,AP0751,Mcdonaldfurt,Netherlands,1625,AP1625,Freyside,Australia,13445.8,17.72,1398.63,44706.72,0.92,2024-07-01 17:35:16,2024-07-02 11:18:28,17,11,1,7,2024,On Time,Cloudy,197,206,25685.36,218,G36,T2,AP0751,"Norris, Martin and Cooper Airport",Mcdonaldfurt,Netherlands,Regional,-26.429156,-144.046893,2211,2,UTC+3,AP1625,Clay PLC Airport,Freyside,Australia,International,-17.7079,76.394413,3438,5,UTC-4
4336,SK6964,Air Canada,Airbus A330,688,AP0688,Lake Jimmyborough,Germany,844,AP0844,Josephstad,Canada,3515.84,4.76,397.04,10047.83,0.97,2025-11-09 08:25:31,2025-11-09 13:11:07,8,13,9,11,2025,Cancelled,Foggy,324,151,5758.79,145,G72,T4,AP0688,"Holloway, Jenkins and Mckinney Airport",Lake Jimmyborough,Germany,National,-5.937707,140.917516,2383,2,UTC+1,AP0844,Francis-Cunningham Airport,Josephstad,Canada,Regional,-6.684597,172.725426,4165,6,UTC-5
4337,SK4712,British Airways,ATR 72,765,AP0765,Lake Rebecca,Australia,288,AP0288,Samanthaborough,Spain,9944.04,13.95,2038.0,43072.11,0.94,2024-08-30 21:54:32,2024-08-31 11:51:32,21,11,30,8,2024,Cancelled,Rainy,329,165,9764.87,61,G20,T1,AP0765,Keller Group Airport,Lake Rebecca,Australia,International,-43.055785,157.245718,3876,5,UTC-5,AP0288,Hale-Shepherd Airport,Samanthaborough,Spain,Regional,-47.510871,-21.74202,3966,4,UTC-4
4338,LA4726,Lufthansa,Boeing 737,219,AP0219,Brittneytown,Germany,2495,AP2495,New Terrifort,Turkey,16897.05,18.86,1921.13,87005.69,0.77,2024-10-18 21:50:41,2024-10-19 16:42:17,21,16,18,10,2024,Delayed,Storm,81,95,15189.73,88,G37,T3,AP0219,"Phillips, Williams and Gonzalez Airport",Brittneytown,Germany,National,-46.464218,-20.805097,2480,3,UTC+3,AP2495,Neal-Thompson Airport,New Terrifort,Turkey,Regional,18.45885,157.477031,1718,4,UTC+8
4339,IB6410,Sky Airline,Airbus A350,244,AP0244,Port Joshuaburgh,Japan,312,AP0312,Richardsfurt,Japan,6593.31,7.81,872.59,33374.64,0.83,2025-03-13 22:21:12,2025-03-14 06:09:48,22,6,13,3,2025,Delayed,Sunny,296,253,17112.21,222,G56,T2,AP0244,"Taylor, Hicks and Myers Airport",Port Joshuaburgh,Japan,International,49.897036,53.985846,1196,2,UTC-5,AP0312,Simmons-Robinson Airport,Richardsfurt,Japan,International,2.457942,11.925743,4475,3,UTC+8
4340,IB5428,Ryanair,Boeing 777,2976,AP2976,Lake Jody,Chile,1415,AP1415,Turnerbury,Australia,12062.51,14.84,1567.57,40417.46,0.92,2024-06-22 14:46:33,2024-06-23 05:36:57,14,5,22,6,2024,Delayed,Storm,256,110,24552.41,17,G43,T4,AP2976,Durham-Mccarthy Airport,Lake Jody,Chile,Regional,-0.818871,19.951484,969,4,UTC+3,AP1415,Colon PLC Airport,Turnerbury,Australia,National,36.958026,-92.752967,282,3,UTC+8
4341,UA5429,KLM,Boeing 777,1730,AP1730,Audreyfurt,Italy,1683,AP1683,West Nataliemouth,Germany,8643.26,11.73,1136.52,29089.5,0.9,2026-01-30 08:54:18,2026-01-30 20:38:06,8,20,30,1,2026,Delayed,Cloudy,331,329,17973.56,175,G77,T2,AP1730,"Lewis, Maldonado and Thompson Airport",Audreyfurt,Italy,International,-27.834337,117.169416,1011,1,UTC+1,AP1683,Gill Ltd Airport,West Nataliemouth,Germany,National,-50.373976,12.048123,4321,1,UTC+0
4342,DL6608,Avianca,Boeing 777,82,AP0082,New Angela,Chile,219,AP0219,Brittneytown,Germany,10593.65,15.11,2006.36,49845.2,0.97,2024-06-08 00:00:18,2024-06-08 15:06:54,0,15,8,6,2024,On Time,Rainy,153,108,21296.39,105,G14,T2,AP0082,Williams-Lee Airport,New Angela,Chile,National,-0.015926,76.876151,1920,3,UTC+0,AP0219,"Phillips, Williams and Gonzalez Airport",Brittneytown,Germany,National,-46.464218,-20.805097,2480,3,UTC+3
4343,DL2736,LATAM Airlines,Boeing 777,1694,AP1694,New Melissaberg,United Kingdom,647,AP0647,Stewartside,Turkey,2111.08,2.72,442.06,8350.29,0.8,2024-08-13 21:45:46,2024-08-14 00:28:58,21,0,13,8,2024,Delayed,Sunny,102,80,22042.81,211,G58,T1,AP1694,"Ball, Zavala and Scott Airport",New Melissaberg,United Kingdom,International,-43.525078,95.832714,678,3,UTC+3,AP0647,Diaz and Sons Airport,Stewartside,Turkey,National,-25.300566,102.350582,2356,6,UTC+8
4344,SK1848,LATAM Airlines,Boeing 787,527,AP0527,Jasonburgh,Japan,1675,AP1675,Jonesport,Spain,9595.68,11.98,1159.4,36434.75,0.8,2025-12-14 12:59:02,2025-12-15 00:57:50,12,0,14,12,2025,Cancelled,Sunny,132,175,22240.34,224,G76,T1,AP0527,Day-Stevenson Airport,Jasonburgh,Japan,Regional,-27.388094,23.598089,4064,2,UTC+0,AP1675,Roberts PLC Airport,Jonesport,Spain,International,27.119326,-46.092858,2575,1,UTC-5
4345,AA8669,Air France,Airbus A350,1617,AP1617,Kevinfort,France,282,AP0282,Boonemouth,Spain,13901.02,17.82,1831.02,47805.5,0.88,2025-11-17 21:20:06,2025-11-18 15:09:18,21,15,17,11,2025,Cancelled,Foggy,303,40,25337.9,74,G79,T2,AP1617,"Harris, Porter and Black Airport",Kevinfort,France,National,-8.022289,25.248141,597,2,UTC+1,AP0282,"Thomas, Flores and Adams Airport",Boonemouth,Spain,National,-30.46226,164.286586,2248,2,UTC+8
4346,UA873,Air France,Boeing 777,226,AP0226,Peckchester,UAE,2004,AP2004,Richardsonstad,Colombia,11179.64,14.31,1191.67,41623.02,0.98,2024-08-24 15:41:27,2024-08-25 06:00:03,15,6,24,8,2024,On Time,Foggy,182,116,15626.38,206,G64,T3,AP0226,"Marshall, Gonzalez and Edwards Airport",Peckchester,UAE,International,-9.512755,150.457244,3173,4,UTC+9,AP2004,Crawford Group Airport,Richardsonstad,Colombia,National,-3.713274,49.110075,1836,2,UTC+3
4347,UA5796,JetSMART,Boeing 777,866,AP0866,East Vanessa,United States,1432,AP1432,Robertburgh,Japan,19228.16,26.16,3438.25,66354.41,0.85,2025-08-25 23:29:53,2025-08-27 01:39:29,23,1,25,8,2025,Delayed,Cloudy,294,294,27714.93,200,G76,T4,AP0866,Herrera-Kramer Airport,East Vanessa,United States,Regional,-41.335463,-15.515847,347,2,UTC+3,AP1432,"Pena, Gates and Vazquez Airport",Robertburgh,Japan,National,47.105899,158.756777,3264,4,UTC+3
4348,UA1580,Singapore Airlines,Boeing 737,1654,AP1654,Bowentown,Netherlands,915,AP0915,Angelaland,Brazil,6995.24,7.89,719.19,24559.06,0.83,2025-10-19 09:20:55,2025-10-19 17:14:19,9,17,19,10,2025,Delayed,Foggy,206,210,17495.28,236,G22,T4,AP1654,Weaver-Williams Airport,Bowentown,Netherlands,International,-51.522708,74.727329,645,5,UTC+1,AP0915,Walters-Mccann Airport,Angelaland,Brazil,International,-16.077805,141.207518,4428,4,UTC-5
4349,DL5229,Singapore Airlines,Airbus A320,2202,AP2202,Robertside,Argentina,2429,AP2429,Martinbury,China,7971.39,10.56,1350.5,41931.83,0.94,2024-09-01 11:16:50,2024-09-01 21:50:26,11,21,1,9,2024,Delayed,Cloudy,307,226,23773.58,164,G35,T1,AP2202,"Bowman, Wilson and Gould Airport",Robertside,Argentina,Regional,-40.458622,-75.440996,1969,6,UTC+9,AP2429,"Jordan, Washington and Perez Airport",Martinbury,China,National,-7.378633,-3.25531,3648,4,UTC-5
4350,LA4281,United Airlines,Airbus A320,440,AP0440,North Danaside,Netherlands,2254,AP2254,Byrdland,Mexico,11031.46,14.33,1090.4,47605.41,0.83,2026-02-24 20:53:28,2026-02-25 11:13:16,20,11,24,2,2026,On Time,Sunny,343,277,24613.37,42,G49,T1,AP0440,"Lindsey, Watson and Brown Airport",North Danaside,Netherlands,Regional,-11.171145,75.871425,3507,2,UTC+3,AP2254,Ramos-Mendoza Airport,Byrdland,Mexico,International,9.17785,173.533102,192,4,UTC+0
4351,AA8185,Air France,Boeing 787,58,AP0058,Tammyland,Brazil,34,AP0034,Cookburgh,Japan,11428.69,14.49,1580.92,59113.82,0.94,2025-04-22 20:24:15,2025-04-23 10:53:39,20,10,22,4,2025,Delayed,Storm,287,231,23239.63,175,G79,T1,AP0058,"Jones, Hernandez and Spears Airport",Tammyland,Brazil,National,-51.901705,85.16321,2721,4,UTC+9,AP0034,Wang-Lynch Airport,Cookburgh,Japan,International,-23.917958,-111.524793,3675,2,UTC+1
4352,AA9595,KLM,Airbus A330,1205,AP1205,Dunnmouth,Peru,395,AP0395,New Daniel,Qatar,5628.04,6.5,984.62,23017.88,0.93,2024-08-31 20:28:27,2024-09-01 02:58:27,20,2,31,8,2024,Cancelled,Cloudy,125,134,22793.59,160,G43,T3,AP1205,"Chapman, Wolf and Ballard Airport",Dunnmouth,Peru,International,5.139649,-127.744491,1980,4,UTC+9,AP0395,Ortega Inc Airport,New Daniel,Qatar,National,-42.088384,-147.737217,762,5,UTC+3
4353,DL9362,British Airways,Boeing 777,2026,AP2026,Port Courtneystad,Mexico,2604,AP2604,New Cheyennemouth,Turkey,11482.6,13.37,1451.83,62659.09,0.76,2025-08-23 13:01:31,2025-08-24 02:23:43,13,2,23,8,2025,Delayed,Rainy,100,69,28504.39,136,G52,T4,AP2026,Miller Ltd Airport,Port Courtneystad,Mexico,National,35.142421,88.364606,4233,4,UTC+1,AP2604,"Hill, Holt and Cox Airport",New Cheyennemouth,Turkey,International,37.217639,-64.136731,1348,6,UTC+0
4354,UA4018,Delta Airlines,ATR 72,1017,AP1017,Bowmanview,Italy,558,AP0558,Lake Janetburgh,Canada,4181.61,5.47,399.5,19626.77,0.85,2025-06-09 00:55:54,2025-06-09 06:24:06,0,6,9,6,2025,On Time,Rainy,313,312,17257.41,217,G44,T3,AP1017,"Simmons, Bell and Hill Airport",Bowmanview,Italy,National,-53.187018,-25.880268,2020,2,UTC+0,AP0558,Jones-Fowler Airport,Lake Janetburgh,Canada,National,-19.956668,-3.017083,804,2,UTC-4
4355,IB2825,Emirates,Airbus A320,2567,AP2567,Jonathanborough,France,128,AP0128,Krystalstad,Mexico,5135.14,6.44,1002.83,23414.14,0.78,2025-01-15 19:02:36,2025-01-16 01:29:00,19,1,15,1,2025,Cancelled,Cloudy,301,107,13811.62,194,G38,T1,AP2567,"Johnson, Cordova and Cardenas Airport",Jonathanborough,France,National,52.750301,5.932989,2541,6,UTC+1,AP0128,Oneill Ltd Airport,Krystalstad,Mexico,Regional,12.497695,-22.406809,326,4,UTC+8
4356,SK7398,American Airlines,Embraer E190,2330,AP2330,North Mary,Canada,562,AP0562,Port Natashabury,Qatar,8758.9,11.0,799.39,30065.53,0.94,2026-03-14 20:28:51,2026-03-15 07:28:51,20,7,14,3,2026,Delayed,Foggy,111,248,20275.92,123,G25,T1,AP2330,Martinez-Martinez Airport,North Mary,Canada,National,2.972471,53.218832,1882,5,UTC+9,AP0562,Blackwell LLC Airport,Port Natashabury,Qatar,National,-38.043772,126.466323,237,2,UTC-4
4357,UA9720,KLM,Airbus A350,1269,AP1269,Port Kenneth,United States,992,AP0992,East Ashleyland,UAE,1085.83,1.47,220.53,4275.76,0.97,2025-01-14 17:05:28,2025-01-14 18:33:40,17,18,14,1,2025,On Time,Sunny,253,63,1880.07,9,G77,T3,AP1269,Velasquez Ltd Airport,Port Kenneth,United States,National,52.746792,-171.625231,3580,2,UTC+1,AP0992,Contreras-Barnett Airport,East Ashleyland,UAE,International,49.41902,-156.975258,871,1,UTC+1
4358,LA8111,Qatar Airways,Embraer E190,1177,AP1177,West Larrymouth,China,30,AP0030,North Juliaport,United States,10400.06,11.94,1416.43,32793.35,0.83,2025-05-01 05:28:43,2025-05-01 17:25:07,5,17,1,5,2025,Delayed,Rainy,165,128,7131.67,220,G56,T1,AP1177,Kemp Ltd Airport,West Larrymouth,China,Regional,15.106815,-15.206506,921,6,UTC+9,AP0030,Collins Ltd Airport,North Juliaport,United States,National,-46.142831,-94.318332,3976,2,UTC+3
4359,DL7364,Sky Airline,Boeing 777,812,AP0812,Port Bethhaven,Turkey,2666,AP2666,Timothyton,Peru,5731.63,7.11,680.78,31401.79,0.92,2026-02-04 10:47:15,2026-02-04 17:53:51,10,17,4,2,2026,Cancelled,Cloudy,150,93,26084.35,33,G74,T3,AP0812,"Case, Rogers and Kelley Airport",Port Bethhaven,Turkey,National,38.263547,95.862031,2932,6,UTC+1,AP2666,"Keller, Brooks and Hanson Airport",Timothyton,Peru,Regional,69.42044,177.081875,1356,4,UTC+9
4360,IB676,Turkish Airlines,ATR 72,1347,AP1347,West Martinside,Mexico,1850,AP1850,Jonesfurt,Germany,9190.22,10.86,1668.46,46949.67,0.77,2025-03-17 03:10:20,2025-03-17 14:01:56,3,14,17,3,2025,Delayed,Foggy,127,326,15815.8,110,G35,T1,AP1347,"Rodriguez, Lopez and Hoover Airport",West Martinside,Mexico,International,33.20533,179.278454,4449,3,UTC-5,AP1850,Hanna and Sons Airport,Jonesfurt,Germany,International,-29.144611,121.964398,1383,1,UTC+3
4361,DL8025,Sky Airline,Embraer E190,2616,AP2616,Michaelchester,Mexico,1784,AP1784,West Samuel,Colombia,16192.19,18.55,1701.98,69123.43,0.77,2026-01-07 08:56:34,2026-01-08 03:29:34,8,3,7,1,2026,Delayed,Cloudy,179,57,23012.76,77,G44,T3,AP2616,Daniel LLC Airport,Michaelchester,Mexico,Regional,-26.519406,-64.209449,401,3,UTC+0,AP1784,"Hinton, Cruz and Green Airport",West Samuel,Colombia,Regional,37.411174,154.570891,3922,2,UTC+0
4362,LA8396,Ryanair,Embraer E190,2529,AP2529,North Chrismouth,Argentina,1045,AP1045,Jonesfort,Brazil,686.63,0.98,127.61,2925.71,0.93,2025-09-19 21:25:35,2025-09-19 22:24:23,21,22,19,9,2025,On Time,Storm,280,255,21586.6,126,G5,T3,AP2529,Miller-Waters Airport,North Chrismouth,Argentina,International,16.367412,-173.836321,3051,6,UTC+0,AP1045,Zamora-Fields Airport,Jonesfort,Brazil,International,15.310905,-167.511928,2596,3,UTC-4
4363,SK6639,United Airlines,Airbus A350,357,AP0357,Markborough,Colombia,2439,AP2439,West Gabriellemouth,Italy,15255.25,19.58,3013.3,69528.23,0.77,2025-03-09 06:31:25,2025-03-10 02:06:13,6,2,9,3,2025,Cancelled,Sunny,293,224,14944.04,13,G61,T1,AP0357,"Branch, Stuart and Savage Airport",Markborough,Colombia,National,-36.347799,-44.474332,4406,4,UTC-4,AP2439,Keller Ltd Airport,West Gabriellemouth,Italy,Regional,40.107535,80.355058,1251,5,UTC-4
4364,IB8430,British Airways,ATR 72,2020,AP2020,Wardberg,Mexico,784,AP0784,Cantuport,United States,10083.5,13.32,1920.57,25782.13,0.87,2024-06-11 09:46:19,2024-06-11 23:05:31,9,23,11,6,2024,On Time,Storm,138,176,10008.01,7,G54,T3,AP2020,Berg-Peterson Airport,Wardberg,Mexico,National,-18.088491,-19.918056,3689,6,UTC+0,AP0784,Wood PLC Airport,Cantuport,United States,National,-44.972113,90.205049,1196,1,UTC+0
4365,LA7721,United Airlines,Boeing 737,758,AP0758,West Shannon,Turkey,2672,AP2672,New Nataliechester,Brazil,10401.16,13.89,973.61,53316.48,0.97,2025-04-22 21:55:04,2025-04-23 11:48:28,21,11,22,4,2025,Cancelled,Foggy,135,113,3249.11,63,G16,T4,AP0758,Carpenter-Holder Airport,West Shannon,Turkey,International,67.421642,-77.540857,2663,6,UTC+3,AP2672,Pierce-Gonzalez Airport,New Nataliechester,Brazil,International,-18.196043,-129.134801,3521,4,UTC+3
4366,IB9020,American Airlines,Airbus A320,1892,AP1892,Jonathanfurt,Japan,33,AP0033,East Jacqueline,Colombia,16723.04,22.69,1797.61,53422.23,0.92,2026-03-13 04:09:06,2026-03-14 02:50:30,4,2,13,3,2026,On Time,Sunny,241,193,27845.08,133,G61,T3,AP1892,"Rice, Maldonado and Watkins Airport",Jonathanfurt,Japan,International,-50.436286,68.039136,3330,1,UTC+0,AP0033,Rodriguez Inc Airport,East Jacqueline,Colombia,National,52.979594,-160.498373,806,1,UTC+1
4367,UA576,Lufthansa,Airbus A330,2150,AP2150,Aarontown,United Kingdom,732,AP0732,Stephanieview,Mexico,10655.47,12.42,1227.42,37975.14,0.8,2026-04-05 01:06:21,2026-04-05 13:31:33,1,13,5,4,2026,Delayed,Cloudy,271,176,4266.87,72,G8,T2,AP2150,Wu-Palmer Airport,Aarontown,United Kingdom,Regional,-31.725982,-42.229302,2168,6,UTC+1,AP0732,Weaver-Ray Airport,Stephanieview,Mexico,International,-4.108172,-141.672616,592,5,UTC+0
4368,AA178,Singapore Airlines,Embraer E190,1109,AP1109,Elizabethshire,United Kingdom,1637,AP1637,West Mandy,China,17083.7,22.9,3068.81,62588.42,0.83,2024-06-03 18:40:40,2024-06-04 17:34:40,18,17,3,6,2024,Cancelled,Rainy,270,80,23294.75,142,G8,T2,AP1109,"Rogers, Ali and Richardson Airport",Elizabethshire,United Kingdom,Regional,14.222987,14.181259,3848,4,UTC+3,AP1637,Jones Ltd Airport,West Mandy,China,Regional,-1.768851,170.665258,2751,1,UTC-4
4369,SK4886,Air France,Airbus A330,2344,AP2344,Amandafort,Mexico,237,AP0237,Robinsonstad,Italy,6812.67,8.17,1055.3,27462.05,0.94,2025-01-05 08:36:31,2025-01-05 16:46:43,8,16,5,1,2025,Delayed,Cloudy,123,77,15830.4,161,G9,T3,AP2344,"Brown, Gonzalez and Osborne Airport",Amandafort,Mexico,International,-25.647687,-18.723914,15,6,UTC-5,AP0237,"Clark, Olson and Schwartz Airport",Robinsonstad,Italy,International,11.751394,-68.591557,3842,2,UTC+0
4370,SK7945,JetSMART,Airbus A320,703,AP0703,Erinmouth,Qatar,2946,AP2946,West Johnfurt,Mexico,3893.69,5.4,474.05,17945.42,0.83,2025-06-29 07:01:47,2025-06-29 12:25:47,7,12,29,6,2025,Delayed,Foggy,277,315,3844.55,38,G7,T3,AP0703,Parker-Galvan Airport,Erinmouth,Qatar,International,56.349709,-127.128564,1362,3,UTC-4,AP2946,"Torres, Bowman and Parker Airport",West Johnfurt,Mexico,National,59.598721,163.984142,2143,3,UTC+1
4371,AA5510,American Airlines,Boeing 777,2770,AP2770,Coletown,Canada,1410,AP1410,Duanebury,United Kingdom,11132.67,15.51,1923.91,32006.43,0.93,2025-04-16 15:32:15,2025-04-17 07:02:51,15,7,16,4,2025,Cancelled,Foggy,191,131,2854.36,225,G33,T3,AP2770,"Ortega, Thomas and Foster Airport",Coletown,Canada,National,-19.454629,7.131244,3138,4,UTC+3,AP1410,Cardenas Group Airport,Duanebury,United Kingdom,International,-35.659443,-111.734707,105,5,UTC+8
4372,IB9248,Avianca,Airbus A350,462,AP0462,Joyton,Argentina,857,AP0857,West Barbaratown,Italy,2655.63,3.35,534.31,14499.79,0.9,2026-01-12 13:17:22,2026-01-12 16:38:22,13,16,12,1,2026,On Time,Rainy,279,324,25688.14,196,G1,T3,AP0462,Ward Inc Airport,Joyton,Argentina,Regional,38.533605,151.161885,3624,2,UTC-5,AP0857,Quinn-Nelson Airport,West Barbaratown,Italy,Regional,61.721066,141.886834,2242,2,UTC+9
4373,LA6967,Avianca,ATR 72,1389,AP1389,New Robert,China,2692,AP2692,New Laura,United Kingdom,5665.64,6.37,569.51,28988.81,0.77,2025-01-05 05:52:02,2025-01-05 12:14:14,5,12,5,1,2025,Delayed,Cloudy,139,83,16523.74,216,G14,T2,AP1389,Mitchell Ltd Airport,New Robert,China,International,-46.583591,-101.318092,2470,5,UTC+1,AP2692,Mack-Martinez Airport,New Laura,United Kingdom,National,0.336868,-78.659657,1329,1,UTC+8
4374,IB9204,American Airlines,Airbus A330,2200,AP2200,Jacksonshire,United States,427,AP0427,Sheashire,Canada,12213.1,15.8,1793.31,61006.78,0.81,2026-03-29 17:01:47,2026-03-30 08:49:47,17,8,29,3,2026,Cancelled,Foggy,95,295,2550.78,118,G64,T2,AP2200,Garcia Inc Airport,Jacksonshire,United States,International,-42.668658,161.987148,1815,6,UTC+0,AP0427,"Frye, Jackson and Johnson Airport",Sheashire,Canada,Regional,18.771046,61.959629,2565,1,UTC-4
4375,AA3052,Turkish Airlines,Boeing 787,2834,AP2834,West Elizabeth,Brazil,2013,AP2013,South Daniel,Australia,8537.97,12.11,1366.91,36143.45,0.97,2025-04-29 15:56:02,2025-04-30 04:02:38,15,4,29,4,2025,On Time,Sunny,140,100,25980.57,89,G20,T2,AP2834,"Washington, Reed and Murphy Airport",West Elizabeth,Brazil,International,-23.589847,122.968346,1121,3,UTC+1,AP2013,Brown-Garcia Airport,South Daniel,Australia,International,42.880342,164.726934,4401,1,UTC+8
4376,UA1885,Ryanair,Airbus A350,2707,AP2707,Ericbury,United Kingdom,2551,AP2551,Port Paulside,Mexico,11671.31,15.2,2210.76,53194.89,0.88,2025-10-31 18:28:32,2025-11-01 09:40:32,18,9,31,10,2025,On Time,Cloudy,239,269,29903.28,112,G58,T1,AP2707,Kemp Ltd Airport,Ericbury,United Kingdom,Regional,-41.464673,-128.961632,3794,6,UTC+9,AP2551,Carlson-Moreno Airport,Port Paulside,Mexico,International,22.048106,140.244371,3442,3,UTC+8
4377,UA8252,Iberia,Boeing 787,1217,AP1217,South Jerryton,China,1977,AP1977,New Brianshire,Spain,10661.98,12.83,1042.81,38007.93,0.85,2026-01-02 02:24:21,2026-01-02 15:14:09,2,15,2,1,2026,On Time,Cloudy,272,46,26656.83,230,G15,T3,AP1217,"James, Carpenter and Rivera Airport",South Jerryton,China,National,44.969382,124.031262,1697,3,UTC+8,AP1977,"Palmer, Martin and Moran Airport",New Brianshire,Spain,Regional,-43.178428,81.643466,4042,4,UTC+0
4378,AA7512,Turkish Airlines,Embraer E190,2567,AP2567,Jonathanborough,France,540,AP0540,Matthewshire,Peru,12361.8,14.58,1094.92,57170.8,0.88,2025-10-30 17:48:59,2025-10-31 08:23:47,17,8,30,10,2025,Delayed,Rainy,312,248,20269.54,111,G28,T1,AP2567,"Johnson, Cordova and Cardenas Airport",Jonathanborough,France,National,52.750301,5.932989,2541,6,UTC+1,AP0540,Ochoa and Sons Airport,Matthewshire,Peru,International,-33.645976,-74.947872,671,4,UTC+9
4379,IB2922,Singapore Airlines,Airbus A350,2874,AP2874,Port Denniston,Netherlands,1891,AP1891,Jacquelineshire,Netherlands,4458.92,5.0,767.57,14925.13,0.92,2025-11-08 08:08:18,2025-11-08 13:08:18,8,13,8,11,2025,On Time,Cloudy,186,339,9693.22,126,G69,T1,AP2874,"Larson, Jennings and Dodson Airport",Port Denniston,Netherlands,International,-17.555541,-34.837378,688,2,UTC+3,AP1891,Miller-Woodard Airport,Jacquelineshire,Netherlands,International,-47.63338,-2.369613,3373,3,UTC+8
4380,UA1985,Lufthansa,Boeing 777,2932,AP2932,Tranberg,Qatar,2013,AP2013,South Daniel,Australia,8957.07,12.62,1589.75,23720.02,0.76,2025-04-27 14:11:09,2025-04-28 02:48:21,14,2,27,4,2025,Cancelled,Storm,177,236,16444.61,83,G56,T1,AP2932,Sanders-Hart Airport,Tranberg,Qatar,International,-16.279631,-135.573876,1905,5,UTC+0,AP2013,Brown-Garcia Airport,South Daniel,Australia,International,42.880342,164.726934,4401,1,UTC+8
4381,SK8159,Air France,Embraer E190,2249,AP2249,Port Donald,Netherlands,1709,AP1709,Lake Nina,Chile,14295.43,19.97,2712.88,37256.7,0.9,2024-06-24 21:08:06,2024-06-25 17:06:18,21,17,24,6,2024,Cancelled,Cloudy,94,181,11450.29,226,G47,T4,AP2249,Mckinney-Hodges Airport,Port Donald,Netherlands,International,0.916677,-172.851599,4028,6,UTC+3,AP1709,Blackwell Group Airport,Lake Nina,Chile,Regional,32.439035,-34.358616,3218,1,UTC-4
4382,LA5972,Avianca,Boeing 787,1156,AP1156,Richardsonstad,Australia,2293,AP2293,Lake Brettville,China,7096.28,9.41,955.28,20459.28,0.85,2025-05-25 14:30:14,2025-05-25 23:54:50,14,23,25,5,2025,Cancelled,Rainy,296,115,4761.62,238,G27,T4,AP1156,Barnes-Phillips Airport,Richardsonstad,Australia,National,63.094644,138.362915,1838,1,UTC-5,AP2293,Roberts-Olson Airport,Lake Brettville,China,Regional,53.012192,-46.955686,3879,1,UTC-5
4383,AA8892,Turkish Airlines,Embraer E190,1009,AP1009,South Jenniferborough,Netherlands,242,AP0242,North Corey,Chile,11722.14,16.6,1366.77,49705.33,0.77,2025-08-07 14:37:32,2025-08-08 07:13:32,14,7,7,8,2025,Delayed,Foggy,178,87,28723.97,195,G55,T1,AP1009,Love Inc Airport,South Jenniferborough,Netherlands,Regional,-14.253461,-108.449498,2668,2,UTC+9,AP0242,Rose-Williams Airport,North Corey,Chile,National,55.578722,154.969894,3398,1,UTC+1
4384,LA1876,Air France,Airbus A350,2509,AP2509,Michaelshire,Netherlands,2583,AP2583,South Brentburgh,Argentina,8794.95,11.38,1450.67,37790.85,0.93,2025-11-22 21:46:55,2025-11-23 09:09:43,21,9,22,11,2025,On Time,Storm,306,127,26406.38,188,G18,T2,AP2509,Soto-Collins Airport,Michaelshire,Netherlands,International,1.158917,-71.898297,317,2,UTC+8,AP2583,Young LLC Airport,South Brentburgh,Argentina,National,55.933534,-143.966324,4126,5,UTC-4
4385,AA2500,Turkish Airlines,Boeing 787,1240,AP1240,Lake Ronaldland,Germany,578,AP0578,Port Davidville,Chile,11028.28,13.3,1323.66,42683.31,0.76,2026-02-13 21:30:31,2026-02-14 10:48:31,21,10,13,2,2026,Delayed,Foggy,259,302,27665.26,35,G42,T4,AP1240,Zamora-Berry Airport,Lake Ronaldland,Germany,Regional,68.990496,-77.785971,760,5,UTC+3,AP0578,"Gutierrez, Ruiz and Phillips Airport",Port Davidville,Chile,Regional,11.829388,102.56294,2936,5,UTC+0
